,ENTITY_CD,YEAR,ASSESSMENT_NAME,ENTITY_NAME,SUBGROUP_NAME,MEAN_SCORE,ES,MS,EM,ST_NOTSURE,Gender_MEAN_SCORE,MEAN_SCORE_white,MEAN_SCORE_non_white,Subject,MEAN_SCORE_english_language_learners,MEAN_SCORE_non-english_language_learners,Female,post_covid,race_gap,ell_gap
6585111,4000000,2018,MATH7,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,602.0,602.0,591.2,MATH,581.683940247767,600.0,1,0,1,0
6595759,4000000,2018,MATH3,CATTARAUGUS County,All Students,602.0,1,1,1,0.0,601.0,603.0,598.0,MATH,581.683940247767,600.0,1,0,1,0
6606407,4000000,2018,MATH6,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,601.0,601.0,597.8,MATH,581.683940247767,600.0,1,0,1,0
6618574,4000000,2018,MATH8,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,601.0,601.0,597.2,MATH,581.683940247767,600.0,1,0,1,0
6629222,4000000,2018,MATH4,CATTARAUGUS County,All Students,602.0,1,1,1,0.0,603.0,603.0,598.4,MATH,581.683940247767,600.0,1,0,1,0
6641389,4000000,2018,MATH5,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,600.0,602.0,591.4,MATH,581.683940247767,600.0,1,0,1,0
6654746,4000000,2018,Science8,CATTARAUGUS County,All Students,74.0,1,1,1,0.0,74.0,600.8027175782594,595.0920880632955,SCIENCE,581.683940247767,598.7123871423803,1,0,1,0
6665394,4000000,2018,Science4,CATTARAUGUS County,All Students,82.0,1,1,1,0.0,83.0,600.8027175782594,595.0920880632955,SCIENCE,581.683940247767,598.7123871423803,1,0,1,0
6677561,4000000,2019,ELA6,CATTARAUGUS County,All Students,596.0,1,1,1,0.0,599.0,597.0,591.4,ELA,580.9983052523038,596.0,1,0,1,0
6686822,4000000,2019,ELA3,CATTARAUGUS County,All Students,599.0,1,1,1,0.0,601.0,600.0,597.0,ELA,580.9983052523038,596.6666666666666,1,0,1,0
6697470,4000000,2019,ELA7,CATTARAUGUS County,All Students,596.0,1,1,1,0.0,601.0,597.0,594.0,ELA,580.9983052523038,596.0,1,0,1,0
6706731,4000000,2019,ELA4,CATTARAUGUS County,All Students,598.0,1,1,1,0.0,600.0,599.0,592.0,ELA,580.9983052523038,596.6666666666666,1,0,1,0
6717379,4000000,2019,ELA5,CATTARAUGUS County,All Students,598.0,1,1,1,0.0,603.0,599.0,594.0,ELA,580.9983052523038,596.6666666666666,1,0,1,0
6729546,4000000,2019,ELA8,CATTARAUGUS County,All Students,598.0,1,1,1,0.0,603.0,600.0,588.8,ELA,580.9983052523038,598.0,1,0,1,0
6738807,4000000,2019,MATH5,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,603.0,603.0,598.0,MATH,580.9983052523038,600.5,1,0,1,0
6749455,4000000,2019,MATH8,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,603.0,602.0,591.8,MATH,580.9983052523038,600.0,1,0,1,0
6758716,4000000,2019,MATH6,CATTARAUGUS County,All Students,602.0,1,1,1,0.0,602.0,603.0,598.2,MATH,580.9983052523038,600.5,1,0,1,0
6770883,4000000,2019,MATH3,CATTARAUGUS County,All Students,602.0,1,1,1,0.0,602.0,603.0,598.0,MATH,580.9983052523038,600.5,1,0,1,0
6781531,4000000,2019,MATH7,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,602.0,602.0,597.4,MATH,580.9983052523038,601.0,1,0,1,0
6790792,4000000,2019,MATH4,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,600.0,602.0,594.6,MATH,580.9983052523038,600.5,1,0,1,0
6804815,4000000,2019,Science4,CATTARAUGUS County,All Students,81.0,1,1,1,0.0,81.0,600.6271335562203,594.696392750308,SCIENCE,580.9983052523038,598.6047931180158,1,0,1,0
6815463,4000000,2019,Science8,CATTARAUGUS County,All Students,71.0,1,1,1,0.0,71.0,600.6271335562203,594.696392750308,SCIENCE,580.9983052523038,598.6047931180158,1,0,1,0
6824724,4000000,2021,ELA3,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,602.0,601.0,598.4,ELA,466.7399713723573,601.5,1,1,1,0
6836891,4000000,2021,ELA4,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,602.0,602.0,594.3333333333334,ELA,466.7399713723573,601.5,1,1,1,0
6850715,4000000,2021,ELA5,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,602.0,602.0,597.3333333333334,ELA,466.7399713723573,601.5,1,1,1,0
6861363,4000000,2021,ELA6,CATTARAUGUS County,All Students,602.0,1,1,1,0.0,604.0,603.0,597.0,ELA,466.7399713723573,602.0,1,1,1,0
6872011,4000000,2021,ELA7,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,604.0,602.0,598.6,ELA,466.7399713723573,601.0,1,1,1,0
6882659,4000000,2021,ELA8,CATTARAUGUS County,All Students,601.0,1,1,1,0.0,604.0,602.0,595.0,ELA,466.7399713723573,601.5,1,1,1,0
6894826,4000000,2021,MATH3,CATTARAUGUS County,All Students,593.0,1,1,1,0.0,594.0,462.0529706513959,455.9125904716456,Math,466.7399713723573,601.5,1,1,1,0
6906993,4000000,2021,MATH4,CATTARAUGUS County,All Students,593.0,1,1,1,0.0,592.0,462.0529706513959,455.9125904716456,Math,466.7399713723573,601.5,1,1,1,0
6920817,4000000,2021,MATH5,CATTARAUGUS County,All Students,596.0,1,1,1,0.0,597.0,462.0529706513959,455.9125904716456,Math,466.7399713723573,601.5,1,1,1,0
6931465,4000000,2021,MATH6,CATTARAUGUS County,All Students,595.0,1,1,1,0.0,594.0,462.0529706513959,455.9125904716456,Math,466.7399713723573,601.5,1,1,1,0
6942113,4000000,2021,MATH7,CATTARAUGUS County,All Students,596.0,1,1,1,0.0,596.0,462.0529706513959,455.9125904716456,Math,466.7399713723573,601.5,1,1,1,0
6952761,4000000,2021,MATH8,CATTARAUGUS County,All Students,597.0,1,1,1,0.0,598.0,462.0529706513959,455.9125904716456,Math,466.7399713723573,601.5,1,1,1,0
6964928,4000000,2021,Science4,CATTARAUGUS County,All Students,75.0,1,1,1,0.0,75.0,77.0,67.66666666666667,Science,466.7399713723573,601.5,1,1,1,0
6978752,4000000,2021,Science8,CATTARAUGUS County,All Students,64.0,1,1,1,0.0,63.0,65.0,57.333333333333336,Science,466.7399713723573,601.5,1,1,1,0
6990919,4000000,2022,ELA5,CATTARAUGUS County,All Students,600.0,1,1,1,0.0,602.0,601.0,597.0,ELA,451.18324984865353,596.0,1,1,1,0
7001567,4000000,2022,ELA6,CATTARAUGUS County,All Students,604.0,1,1,1,0.0,607.0,604.0,602.8,ELA,451.18324984865353,596.0,1,1,1,0
7012215,4000000,2022,ELA4,CATTARAUGUS County,All Students,593.0,1,1,1,0.0,597.0,594.0,593.0,ELA,451.18324984865353,596.0,1,1,1,0
7024382,4000000,2022,ELA7,CATTARAUGUS County,All Students,603.0,1,1,1,0.0,606.0,604.0,599.2,ELA,451.18324984865353,596.0,1,1,1,0
7035030,4000000,2022,ELA3,CATTARAUGUS County,All Students,595.0,1,1,1,0.0,599.0,596.0,593.4,ELA,451.18324984865353,595.0,1,1,1,0
7044291,4000000,2022,ELA8,CATTARAUGUS County,All Students,597.0,1,1,1,0.0,603.0,598.0,596.2,ELA,451.18324984865353,597.0,1,1,1,0
7053552,4000000,2022,MATH6,CATTARAUGUS County,All Students,599.0,1,1,1,0.0,599.0,466.3443777719802,463.9037307591964,Math,451.18324984865353,461.66236423549566,1,1,1,0
7064200,4000000,2022,MATH3,CATTARAUGUS County,All Students,597.0,1,1,1,0.0,598.0,466.3443777719802,463.9037307591964,Math,451.18324984865353,461.66236423549566,1,1,1,0
7073461,4000000,2022,MATH4,CATTARAUGUS County,All Students,593.0,1,1,1,0.0,593.0,466.3443777719802,463.9037307591964,Math,451.18324984865353,461.66236423549566,1,1,1,0
7085628,4000000,2022,MATH8,CATTARAUGUS County,All Students,599.0,1,1,1,0.0,601.0,466.3443777719802,463.9037307591964,Math,451.18324984865353,461.66236423549566,1,1,1,0
7094889,4000000,2022,MATH7,CATTARAUGUS County,All Students,598.0,1,1,1,0.0,598.0,466.3443777719802,463.9037307591964,Math,451.18324984865353,461.66236423549566,1,1,1,0
7105537,4000000,2022,MATH5,CATTARAUGUS County,All Students,595.0,1,1,1,0.0,594.0,466.3443777719802,463.9037307591964,Math,451.18324984865353,461.66236423549566,1,1,1,0
7116185,4000000,2022,Science4,CATTARAUGUS County,All Students,76.0,1,1,1,0.0,76.0,77.0,73.8,Science,451.18324984865353,69.0,1,1,1,1
7128352,4000000,2022,Science8,CATTARAUGUS County,All Students,69.0,1,1,1,0.0,69.0,69.0,68.2,Science,451.18324984865353,69.0,1,1,1,1
7137613,5000000,2018,ELA6,CAYUGA County,All Students,595.0,1,1,1,0.0,599.0,596.0,590.6666666666666,ELA,586.1569395547181,594.3966876580553,1,0,1,0
7146874,5000000,2018,ELA3,CAYUGA County,All Students,594.0,1,1,1,0.0,596.0,594.0,594.0,ELA,581.0,594.0,1,0,0,0
7159041,5000000,2018,ELA7,CAYUGA County,All Students,594.0,1,1,1,0.0,599.0,595.0,588.75,ELA,586.1569395547181,594.3966876580553,1,0,1,0
7167041,5000000,2018,ELA4,CAYUGA County,All Students,593.0,1,1,1,0.0,596.0,594.0,585.0,ELA,586.1569395547181,594.3966876580553,1,0,1,0
7179208,5000000,2018,ELA5,CAYUGA County,All Students,595.0,1,1,1,0.0,597.0,596.0,589.5,ELA,594.0,595.0,1,0,1,0
7187208,5000000,2018,ELA8,CAYUGA County,All Students,594.0,1,1,1,0.0,597.0,595.0,589.5,ELA,586.1569395547181,594.3966876580553,1,0,1,0
7199375,5000000,2018,MATH8,CAYUGA County,All Students,601.0,1,1,1,0.0,603.0,601.0,597.5,MATH,588.1900629741657,597.413249367779,1,0,1,0
7210023,5000000,2018,MATH5,CAYUGA County,All Students,595.0,1,1,1,0.0,595.0,596.0,590.5,MATH,590.0,595.0,1,0,1,0
7218023,5000000,2018,MATH3,CAYUGA County,All Students,599.0,1,1,1,0.0,599.0,599.0,597.5,MATH,587.0,599.0,1,0,1,0
7230190,5000000,2018,MATH4,CAYUGA County,All Students,597.0,1,1,1,0.0,597.0,598.0,587.0,MATH,588.1900629741657,597.413249367779,1,0,1,0
7242357,5000000,2018,MATH7,CAYUGA County,All Students,597.0,1,1,1,0.0,600.0,599.0,590.0,MATH,588.1900629741657,597.413249367779,1,0,1,0
7250357,5000000,2018,MATH6,CAYUGA County,All Students,599.0,1,1,1,0.0,600.0,600.0,592.0,MATH,588.1900629741657,597.413249367779,1,0,1,0
7263714,5000000,2018,Science8,CAYUGA County,All Students,69.0,1,1,1,0.0,69.0,596.8882552129745,591.0502584209588,SCIENCE,587.1608447566178,595.8861899495917,1,0,1,0
7275881,5000000,2018,Science4,CAYUGA County,All Students,83.0,1,1,1,0.0,83.0,596.8882552129745,591.0502584209588,SCIENCE,587.1608447566178,595.8861899495917,1,0,1,0
7288048,5000000,2019,ELA3,CAYUGA County,All Students,596.0,1,1,1,0.0,597.0,597.0,589.0,ELA,571.0,596.0,1,0,1,0
7300215,5000000,2019,ELA7,CAYUGA County,All Students,596.0,1,1,1,0.0,600.0,597.0,586.6666666666666,ELA,580.7566602172942,595.0,1,0,1,0
7309476,5000000,2019,ELA4,CAYUGA County,All Students,594.0,1,1,1,0.0,596.0,594.0,594.0,ELA,585.0,594.0,1,0,0,0
7321643,5000000,2019,ELA5,CAYUGA County,All Students,594.0,1,1,1,0.0,597.0,594.0,586.6666666666666,ELA,580.7566602172942,595.0,1,0,1,0
7333810,5000000,2019,ELA6,CAYUGA County,All Students,595.0,1,1,1,0.0,596.0,596.0,585.5,ELA,588.0,595.0,1,0,1,0
7343071,5000000,2019,ELA8,CAYUGA County,All Students,595.0,1,1,1,0.0,600.0,596.0,583.6666666666666,ELA,580.7566602172942,595.0,1,0,1,0
7352332,5000000,2019,MATH4,CAYUGA County,All Students,597.0,1,1,1,0.0,596.0,598.0,595.5,MATH,584.0,597.0,1,0,1,0
7364499,5000000,2019,MATH6,CAYUGA County,All Students,598.0,1,1,1,0.0,598.0,600.0,591.0,MATH,594.0,599.0,1,0,1,0
7373760,5000000,2019,MATH5,CAYUGA County,All Students,596.0,1,1,1,0.0,596.0,597.0,591.0,MATH,587.8431611847001,598.6378330108647,1,0,1,0
7384408,5000000,2019,MATH7,CAYUGA County,All Students,599.0,1,1,1,0.0,601.0,600.0,588.0,MATH,587.8431611847001,598.6378330108647,1,0,1,0
7393669,5000000,2019,MATH8,CAYUGA County,All Students,602.0,1,1,1,0.0,606.0,603.0,586.3333333333334,MATH,587.8431611847001,598.6378330108647,1,0,1,0
7402930,5000000,2019,MATH3,CAYUGA County,All Students,600.0,1,1,1,0.0,599.0,601.0,594.5,MATH,587.0,600.0,1,0,1,0
7421956,5000000,2019,Science8,CAYUGA County,All Students,69.0,1,1,1,0.0,71.0,597.6720346320346,589.531111111111,SCIENCE,584.2575475380856,596.7971695088268,1,0,1,0
7431217,5000000,2019,Science4,CAYUGA County,All Students,81.0,1,1,1,0.0,81.0,597.6720346320346,589.531111111111,SCIENCE,584.2575475380856,596.7971695088268,1,0,1,0
7443384,5000000,2021,ELA3,CAYUGA County,All Students,598.0,1,1,1,0.0,600.0,599.0,588.3333333333334,ELA,587.7679909848524,598.3622831385293,1,1,1,0
7457208,5000000,2021,ELA4,CAYUGA County,All Students,598.0,1,1,1,0.0,599.0,600.0,396.0,ELA,587.7679909848524,598.3622831385293,1,1,1,0
7469375,5000000,2021,ELA5,CAYUGA County,All Students,599.0,1,1,1,0.0,601.0,601.0,588.0,ELA,590.0,599.0,1,1,1,0
7483199,5000000,2021,ELA6,CAYUGA County,All Students,598.0,1,1,1,0.0,601.0,599.0,592.5,ELA,577.0,598.0,1,1,1,0
7495366,5000000,2021,ELA7,CAYUGA County,All Students,597.0,1,1,1,0.0,599.0,598.0,590.0,ELA,587.7679909848524,598.3622831385293,1,1,1,0
7507533,5000000,2021,ELA8,CAYUGA County,All Students,598.0,1,1,1,0.0,601.0,599.0,594.0,ELA,596.0,598.0,1,1,1,0
7519700,5000000,2021,MATH3,CAYUGA County,All Students,591.0,1,1,1,0.0,591.0,469.7676837725381,434.822699953768,Math,459.9285444610034,468.6867759562842,1,1,1,0
7533524,5000000,2021,MATH4,CAYUGA County,All Students,592.0,1,1,1,0.0,591.0,469.7676837725381,434.822699953768,Math,459.9285444610034,468.6867759562842,1,1,1,0
7545691,5000000,2021,MATH5,CAYUGA County,All Students,592.0,1,1,1,0.0,591.0,469.7676837725381,434.822699953768,Math,459.9285444610034,468.6867759562842,1,1,1,0
7559515,5000000,2021,MATH6,CAYUGA County,All Students,593.0,1,1,1,0.0,591.0,469.7676837725381,434.822699953768,Math,459.9285444610034,468.6867759562842,1,1,1,0
7571682,5000000,2021,MATH7,CAYUGA County,All Students,594.0,1,1,1,0.0,594.0,469.7676837725381,434.822699953768,Math,459.9285444610034,468.6867759562842,1,1,1,0
7583849,5000000,2021,MATH8,CAYUGA County,All Students,596.0,1,1,1,0.0,597.0,469.7676837725381,434.822699953768,Math,459.9285444610034,468.6867759562842,1,1,1,0
7596016,5000000,2021,Science4,CAYUGA County,All Students,74.0,1,1,1,0.0,72.0,75.0,47.0,Science,59.0,62.0,1,1,1,0
7608183,5000000,2021,Science8,CAYUGA County,All Students,62.0,1,1,1,0.0,62.0,64.0,55.5,Science,59.0,62.0,1,1,1,0
7620350,5000000,2022,ELA5,CAYUGA County,All Students,597.0,1,1,1,0.0,600.0,598.0,595.5,ELA,588.1317039244908,595.8570094386488,1,1,1,0
7630998,5000000,2022,ELA6,CAYUGA County,All Students,599.0,1,1,1,0.0,602.0,600.0,595.5,ELA,592.0,599.0,1,1,1,0
7644822,5000000,2022,ELA4,CAYUGA County,All Students,592.0,1,1,1,0.0,595.0,593.0,589.0,ELA,588.0,592.0,1,1,1,0
7656989,5000000,2022,ELA7,CAYUGA County,All Students,599.0,1,1,1,0.0,602.0,600.0,596.0,ELA,584.0,599.0,1,1,1,0
7669156,5000000,2022,ELA3,CAYUGA County,All Students,593.0,1,1,1,0.0,595.0,594.0,586.0,ELA,588.0,593.0,1,1,1,0
7681323,5000000,2022,ELA8,CAYUGA County,All Students,593.0,1,1,1,0.0,596.0,595.0,582.3333333333334,ELA,588.1317039244908,595.8570094386488,1,1,1,0
7695147,5000000,2022,MATH6,CAYUGA County,All Students,596.0,1,1,1,0.0,594.0,462.3738447319778,456.0618068391867,Math,450.6488079775384,462.3131199645058,1,1,1,0
7708971,5000000,2022,MATH3,CAYUGA County,All Students,594.0,1,1,1,0.0,593.0,462.3738447319778,456.0618068391867,Math,450.6488079775384,462.3131199645058,1,1,1,0
7721138,5000000,2022,MATH4,CAYUGA County,All Students,594.0,1,1,1,0.0,593.0,462.3738447319778,456.0618068391867,Math,450.6488079775384,462.3131199645058,1,1,1,0
7731786,5000000,2022,MATH8,CAYUGA County,All Students,597.0,1,1,1,0.0,598.0,462.3738447319778,456.0618068391867,Math,450.6488079775384,462.3131199645058,1,1,1,0
7745610,5000000,2022,MATH7,CAYUGA County,All Students,594.0,1,1,1,0.0,594.0,462.3738447319778,456.0618068391867,Math,450.6488079775384,462.3131199645058,1,1,1,0
7757777,5000000,2022,MATH5,CAYUGA County,All Students,592.0,1,1,1,0.0,590.0,462.3738447319778,456.0618068391867,Math,450.6488079775384,462.3131199645058,1,1,1,0
7768425,5000000,2022,Science4,CAYUGA County,All Students,78.0,1,1,1,0.0,78.0,79.0,74.5,Science,55.0,78.0,1,1,1,0
7780592,5000000,2022,Science8,CAYUGA County,All Students,62.0,1,1,1,0.0,60.0,63.0,53.66666666666666,Science,55.0,78.0,1,1,1,0
7794416,6000000,2018,ELA6,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,599.0,600.0,589.8,ELA,572.0,598.0,1,0,1,0
7805064,6000000,2018,ELA3,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,600.0,599.0,593.4,ELA,579.0,597.0,1,0,1,0
7817231,6000000,2018,ELA7,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,602.0,601.0,596.0,ELA,570.0,599.0,1,0,1,0
7827879,6000000,2018,ELA4,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,599.0,599.0,595.0,ELA,574.0,597.0,1,0,1,0
7840046,6000000,2018,ELA5,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,599.0,598.0,591.4,ELA,572.0,596.0,1,0,1,0
7852213,6000000,2018,ELA8,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,603.0,599.0,586.6666666666666,ELA,571.0,598.0,1,0,1,0
7866037,6000000,2018,MATH5,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,596.0,598.0,589.6,MATH,578.0,597.0,1,0,1,0
7878204,6000000,2018,MATH4,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,597.0,601.0,593.6,MATH,574.0,599.0,1,0,1,0
7890371,6000000,2018,MATH3,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,597.0,599.0,591.6,MATH,577.0,597.0,1,0,1,0
7902538,6000000,2018,MATH8,CHAUTAUQUA County,All Students,593.0,1,1,1,0.0,595.0,596.0,584.6666666666666,MATH,574.0,594.0,1,0,1,0
7916362,6000000,2018,MATH7,CHAUTAUQUA County,All Students,595.0,1,1,1,0.0,597.0,599.0,590.6,MATH,570.0,596.0,1,0,1,0
7927010,6000000,2018,MATH6,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,596.0,600.0,590.8,MATH,575.0,598.0,1,0,1,0
7943490,6000000,2018,Science8,CHAUTAUQUA County,All Students,71.0,1,1,1,0.0,72.0,599.0332162248483,590.9926860427978,SCIENCE,573.8908560338448,597.114931374876,1,0,1,0
7957314,6000000,2018,Science4,CHAUTAUQUA County,All Students,81.0,1,1,1,0.0,81.0,599.0332162248483,590.9926860427978,SCIENCE,573.8908560338448,597.114931374876,1,0,1,0
7969481,6000000,2019,ELA3,CHAUTAUQUA County,All Students,595.0,1,1,1,0.0,596.0,597.0,594.4,ELA,576.0,596.0,1,0,1,0
7981648,6000000,2019,ELA7,CHAUTAUQUA County,All Students,595.0,1,1,1,0.0,597.0,598.0,588.0,ELA,568.0,595.0,1,0,1,0
7993815,6000000,2019,ELA4,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,598.0,598.0,591.8,ELA,570.0,597.0,1,0,1,0
8005982,6000000,2019,ELA5,CHAUTAUQUA County,All Students,595.0,1,1,1,0.0,598.0,598.0,591.8,ELA,570.0,596.0,1,0,1,0
8018149,6000000,2019,ELA6,CHAUTAUQUA County,All Students,594.0,1,1,1,0.0,597.0,596.0,587.3333333333334,ELA,569.0,595.0,1,0,1,0
8031973,6000000,2019,ELA8,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,601.0,599.0,592.6,ELA,572.0,597.0,1,0,1,0
8044140,6000000,2019,MATH8,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,598.0,598.0,595.2,MATH,587.0,596.0,1,0,1,0
8056307,6000000,2019,MATH5,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,596.0,599.0,593.2,MATH,572.0,597.0,1,0,1,0
8068474,6000000,2019,MATH6,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,597.0,600.0,585.0,MATH,575.0,598.0,1,0,1,0
8082298,6000000,2019,MATH3,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,597.0,599.0,594.4,MATH,584.0,597.0,1,0,1,0
8094465,6000000,2019,MATH7,CHAUTAUQUA County,All Students,596.0,1,1,1,0.0,596.0,599.0,589.6,MATH,573.0,597.0,1,0,1,0
8106632,6000000,2019,MATH4,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,599.0,601.0,592.0,MATH,573.0,599.0,1,0,1,0
8118799,6000000,2019,Science8,CHAUTAUQUA County,All Students,69.0,1,1,1,0.0,69.0,598.4927041291525,591.2031977646693,SCIENCE,574.0370953267523,596.6629676261401,1,0,1,0
8130966,6000000,2019,Science4,CHAUTAUQUA County,All Students,80.0,1,1,1,0.0,81.0,598.4927041291525,591.2031977646693,SCIENCE,574.0370953267523,596.6629676261401,1,0,1,0
8149992,6000000,2021,ELA3,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,599.0,600.0,594.0,ELA,586.0,599.0,1,1,1,0
8163816,6000000,2021,ELA4,CHAUTAUQUA County,All Students,600.0,1,1,1,0.0,602.0,602.0,597.0,ELA,586.0,601.0,1,1,1,0
8174464,6000000,2021,ELA5,CHAUTAUQUA County,All Students,599.0,1,1,1,0.0,602.0,601.0,597.2,ELA,571.0,600.0,1,1,1,0
8186631,6000000,2021,ELA6,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,601.0,600.0,589.0,ELA,579.0,598.0,1,1,1,0
8200455,6000000,2021,ELA7,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,599.0,601.0,593.6,ELA,569.0,598.0,1,1,1,0
8212622,6000000,2021,ELA8,CHAUTAUQUA County,All Students,598.0,1,1,1,0.0,600.0,600.0,592.0,ELA,565.0,599.0,1,1,1,0
8226446,6000000,2021,MATH3,CHAUTAUQUA County,All Students,593.0,1,1,1,0.0,592.0,470.95103926097,463.49718244803694,Math,446.9931236747716,470.58464617640647,1,1,1,0
8240270,6000000,2021,MATH4,CHAUTAUQUA County,All Students,593.0,1,1,1,0.0,593.0,470.95103926097,463.49718244803694,Math,446.9931236747716,470.58464617640647,1,1,1,0
8250918,6000000,2021,MATH5,CHAUTAUQUA County,All Students,593.0,1,1,1,0.0,593.0,470.95103926097,463.49718244803694,Math,446.9931236747716,470.58464617640647,1,1,1,0
8263085,6000000,2021,MATH6,CHAUTAUQUA County,All Students,593.0,1,1,1,0.0,593.0,470.95103926097,463.49718244803694,Math,446.9931236747716,470.58464617640647,1,1,1,0
8276909,6000000,2021,MATH7,CHAUTAUQUA County,All Students,592.0,1,1,1,0.0,591.0,470.95103926097,463.49718244803694,Math,446.9931236747716,470.58464617640647,1,1,1,0
8289076,6000000,2021,MATH8,CHAUTAUQUA County,All Students,593.0,1,1,1,0.0,593.0,470.95103926097,463.49718244803694,Math,446.9931236747716,470.58464617640647,1,1,1,0
8302900,6000000,2021,Science4,CHAUTAUQUA County,All Students,77.0,1,1,1,0.0,76.0,78.0,71.4,Science,58.0,77.0,1,1,1,0
8313548,6000000,2021,Science8,CHAUTAUQUA County,All Students,63.0,1,1,1,0.0,62.0,65.0,54.0,Science,34.0,63.0,1,1,1,0
8327372,6000000,2022,ELA5,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,600.0,599.0,595.2,ELA,584.0,598.0,1,1,1,0
8338020,6000000,2022,ELA6,CHAUTAUQUA County,All Students,599.0,1,1,1,0.0,602.0,601.0,596.4,ELA,577.0,600.0,1,1,1,0
8350187,6000000,2022,ELA4,CHAUTAUQUA County,All Students,592.0,1,1,1,0.0,595.0,594.0,588.3333333333334,ELA,578.0,593.0,1,1,1,0
8362354,6000000,2022,ELA7,CHAUTAUQUA County,All Students,602.0,1,1,1,0.0,605.0,604.0,599.8,ELA,582.0,602.0,1,1,1,0
8374521,6000000,2022,ELA3,CHAUTAUQUA County,All Students,594.0,1,1,1,0.0,596.0,596.0,587.6666666666666,ELA,580.0,595.0,1,1,1,0
8386688,6000000,2022,ELA8,CHAUTAUQUA County,All Students,597.0,1,1,1,0.0,601.0,600.0,597.8,ELA,568.0,598.0,1,1,1,0
8398855,6000000,2022,MATH6,CHAUTAUQUA County,All Students,595.0,1,1,1,0.0,594.0,466.33938380702176,461.0485311679007,Math,444.3201937025789,464.2883308807414,1,1,1,0
8411022,6000000,2022,MATH3,CHAUTAUQUA County,All Students,592.0,1,1,1,0.0,591.0,466.33938380702176,461.0485311679007,Math,444.3201937025789,464.2883308807414,1,1,1,0
8423189,6000000,2022,MATH4,CHAUTAUQUA County,All Students,591.0,1,1,1,0.0,591.0,466.33938380702176,461.0485311679007,Math,444.3201937025789,464.2883308807414,1,1,1,0
8435356,6000000,2022,MATH8,CHAUTAUQUA County,All Students,592.0,1,1,1,0.0,593.0,466.33938380702176,461.0485311679007,Math,444.3201937025789,464.2883308807414,1,1,1,0
8449180,6000000,2022,MATH7,CHAUTAUQUA County,All Students,594.0,1,1,1,0.0,596.0,466.33938380702176,461.0485311679007,Math,444.3201937025789,464.2883308807414,1,1,1,0
8461347,6000000,2022,MATH5,CHAUTAUQUA County,All Students,590.0,1,1,1,0.0,590.0,466.33938380702176,461.0485311679007,Math,444.3201937025789,464.2883308807414,1,1,1,0
8471995,6000000,2022,Science4,CHAUTAUQUA County,All Students,76.0,1,1,1,0.0,76.0,78.0,71.0,Science,60.0,77.0,1,1,1,0
8484162,6000000,2022,Science8,CHAUTAUQUA County,All Students,67.0,1,1,1,0.0,67.0,70.0,63.6,Science,43.0,68.0,1,1,1,0
